rodada,algoritmo,RMSE
22,alpha0.1---w-1-2-0,0.83196
23,alpha0.1---w-1-2-0,0.8303
24,alpha0.1---w-1-2-0,0.82881
25,alpha0.1---w-1-2-0,0.83106
26,alpha0.1---w-1-2-0,0.82562
27,alpha0.1---w-1-2-0,0.82728
28,alpha0.1---w-1-2-0,0.81811
29,alpha0.1---w-1-2-0,0.8322
30,alpha0.1---w-1-2-0,0.82566
1,alpha0.9---w-1-0-2,0.82428
2,alpha0.1---w-2-0-1,0.82225
3,alpha0.1---w-2-0-1,0.82851
4,alpha0.1---w-2-0-1,0.82083
5,alpha0.1---w-2-0-1,0.82638
6,alpha0.1---w-2-0-1,0.82401
7,alpha0.1---w-2-0-1,0.83021
8,alpha0.1---w-2-0-1,0.82542
9,alpha0.1---w-2-0-1,0.82918
10,alpha0.1---w-2-0-1,0.82615
11,alpha0.1---w-2-0-1,0.8357
12,alpha0.1---w-2-0-1,0.82244
13,alpha0.1---w-2-0-1,0.82998
14,alpha0.1---w-2-0-1,0.83105
15,alpha0.1---w-2-0-1,0.8221
16,alpha0.1---w-2-0-1,0.82689
17,alpha0.1---w-2-0-1,0.82628
18,alpha0.1---w-2-0-1,0.8293
19,alpha0.1---w-2-0-1,0.82571
20,alpha0.1---w-2-0-1,0.82645
21,alpha0.1---w-2-0-1,0.82426
22,alpha0.1---w-2-0-1,0.83163
23,alpha0.1---w-2-0-1,0.83
24,alpha0.1---w-2-0-1,0.82922
25,alpha0.1---w-2-0-1,0.83255
26,alpha0.1---w-2-0-1,0.82539
27,alpha0.1---w-2-0-1,0.82672
28,alpha0.1---w-2-0-1,0.81838
29,alpha0.1---w-2-0-1,0.8326
30,alpha0.1---w-2-0-1,0.82595
1,alpha0.9---w-1-1-0,0.82423
2,alpha0.1---w-2-1-0,0.8217
3,alpha0.1---w-2-1-0,0.82803
4,alpha0.1---w-2-1-0,0.82093
5,alpha0.1---w-2-1-0,0.82632
6,alpha0.1---w-2-1-0,0.82402
7,alpha0.1---w-2-1-0,0.83005
8,alpha0.1---w-2-1-0,0.826
9,alpha0.1---w-2-1-0,0.82949
10,alpha0.1---w-2-1-0,0.82587
11,alpha0.1---w-2-1-0,0.83531
12,alpha0.1---w-2-1-0,0.82223
13,alpha0.1---w-2-1-0,0.83014
14,alpha0.1---w-2-1-0,0.83081
15,alpha0.1---w-2-1-0,0.82219
16,alpha0.1---w-2-1-0,0.82679
17,alpha0.1---w-2-1-0,0.82692
18,alpha0.1---w-2-1-0,0.82875
19,alpha0.1---w-2-1-0,0.82512
20,alpha0.1---w-2-1-0,0.82639
21,alpha0.1---w-2-1-0,0.82421
22,alpha0.1---w-2-1-0,0.83155
23,alpha0.1---w-2-1-0,0.83054
24,alpha0.1---w-2-1-0,0.82908
25,alpha0.1---w-2-1-0,0.83199
26,alpha0.1---w-2-1-0,0.82548
27,alpha0.1---w-2-1-0,0.82747
28,alpha0.1---w-2-1-0,0.81809
29,alpha0.1---w-2-1-0,0.83248
30,alpha0.1---w-2-1-0,0.8263
1,alpha0.9---w-1-1-1,0.82421
2,alpha0.1---w-0-1-1,0.82166
3,alpha0.1---w-0-1-1,0.82798
4,alpha0.1---w-0-1-1,0.82186
5,alpha0.1---w-0-1-1,0.82567
6,alpha0.1---w-0-1-1,0.82379
7,alpha0.1---w-0-1-1,0.8304
8,alpha0.1---w-0-1-1,0.82651
9,alpha0.1---w-0-1-1,0.82963
10,alpha0.1---w-0-1-1,0.826
11,alpha0.1---w-0-1-1,0.83562
12,alpha0.1---w-0-1-1,0.82286
13,alpha0.1---w-0-1-1,0.82837
14,alpha0.1---w-0-1-1,0.83058
15,alpha0.1---w-0-1-1,0.82246
16,alpha0.1---w-0-1-1,0.82643
17,alpha0.1---w-0-1-1,0.82659
18,alpha0.1---w-0-1-1,0.8287
19,alpha0.1---w-0-1-1,0.82468
20,alpha0.1---w-0-1-1,0.82599
21,alpha0.1---w-0-1-1,0.8235
22,alpha0.1---w-0-1-1,0.83224
23,alpha0.1---w-0-1-1,0.82948
24,alpha0.1---w-0-1-1,0.82868
25,alpha0.1---w-0-1-1,0.83134
26,alpha0.1---w-0-1-1,0.8252
27,alpha0.1---w-0-1-1,0.82636
28,alpha0.1---w-0-1-1,0.81828
29,alpha0.1---w-0-1-1,0.83233
30,alpha0.1---w-0-1-1,0.82494
1,alpha0.9---w-1-2-0,0.82423
2,alpha0.1---w-1-0-1,0.82238
3,alpha0.1---w-1-0-1,0.82868
4,alpha0.1---w-1-0-1,0.82092
5,alpha0.1---w-1-0-1,0.82616
6,alpha0.1---w-1-0-1,0.82392
7,alpha0.1---w-1-0-1,0.83034
8,alpha0.1---w-1-0-1,0.82561
9,alpha0.1---w-1-0-1,0.82922
10,alpha0.1---w-1-0-1,0.82627
11,alpha0.1---w-1-0-1,0.836
12,alpha0.1---w-1-0-1,0.82269
13,alpha0.1---w-1-0-1,0.82953
14,alpha0.1---w-1-0-1,0.83107
15,alpha0.1---w-1-0-1,0.82211
16,alpha0.1---w-1-0-1,0.82686
17,alpha0.1---w-1-0-1,0.8263
18,alpha0.1---w-1-0-1,0.8294
19,alpha0.1---w-1-0-1,0.82575
20,alpha0.1---w-1-0-1,0.82651
21,alpha0.1---w-1-0-1,0.82416
22,alpha0.1---w-1-0-1,0.83189
23,alpha0.1---w-1-0-1,0.82967
24,alpha0.1---w-1-0-1,0.82925
25,alpha0.1---w-1-0-1,0.83261
26,alpha0.1---w-1-0-1,0.82527
27,alpha0.1---w-1-0-1,0.82646
28,alpha0.1---w-1-0-1,0.81848
29,alpha0.1---w-1-0-1,0.83256
30,alpha0.1---w-1-0-1,0.82569
1,alpha0.9---w-2-0-1,0.82425
2,alpha0.1---w-1-1-0,0.82091
3,alpha0.1---w-1-1-0,0.82727
4,alpha0.1---w-1-1-0,0.82056
5,alpha0.1---w-1-1-0,0.82551
6,alpha0.1---w-1-1-0,0.82346
7,alpha0.1---w-1-1-0,0.82939
8,alpha0.1---w-1-1-0,0.82581
9,alpha0.1---w-1-1-0,0.82915
10,alpha0.1---w-1-1-0,0.82522
11,alpha0.1---w-1-1-0,0.83478
12,alpha0.1---w-1-1-0,0.82177
13,alpha0.1---w-1-1-0,0.82912
14,alpha0.1---w-1-1-0,0.82998
15,alpha0.1---w-1-1-0,0.82168
16,alpha0.1---w-1-1-0,0.82623
17,alpha0.1---w-1-1-0,0.82666
18,alpha0.1---w-1-1-0,0.82798
19,alpha0.1---w-1-1-0,0.8243
20,alpha0.1---w-1-1-0,0.82566
21,alpha0.1---w-1-1-0,0.82335
22,alpha0.1---w-1-1-0,0.83115
23,alpha0.1---w-1-1-0,0.82983
24,alpha0.1---w-1-1-0,0.82839
25,alpha0.1---w-1-1-0,0.83099
26,alpha0.1---w-1-1-0,0.82493
27,alpha0.1---w-1-1-0,0.8268
28,alpha0.1---w-1-1-0,0.81748
29,alpha0.1---w-1-1-0,0.83175
30,alpha0.1---w-1-1-0,0.82538
